modelo,entity,doc_id,template,complete_prediction,token,pred_type,matched_annotation,full_matched_sentence,ann_entity_id,annt_type,result,word_category,pct_tp_participant_level,result_type
qwen3_14b,participants,lusa_1,ext_def_exp_temp0.3_nodelim_norole_nocot,"['são', 'brás', 'de', 'alportel']",são,,São de Alportel,"In a statement, the Faro Territorial Command of the GNR said that, following a complaint reporting the existence of “a party with live music in a drinking establishment”, soldiers from the São de Alportel Territorial Post went to the location to monitor the incident.",67,Pl_civil,tp,Nao definido,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_1,ext_def_exp_temp0.3_nodelim_norole_nocot,"['são', 'brás', 'de', 'alportel']",brás,,São de Alportel,"In a statement, the Faro Territorial Command of the GNR said that, following a complaint reporting the existence of “a party with live music in a drinking establishment”, soldiers from the São de Alportel Territorial Post went to the location to monitor the incident.",67,Pl_civil,fp,Nao definido,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_1,ext_def_exp_temp0.3_nodelim_norole_nocot,"['são', 'brás', 'de', 'alportel']",de,,São de Alportel,"In a statement, the Faro Territorial Command of the GNR said that, following a complaint reporting the existence of “a party with live music in a drinking establishment”, soldiers from the São de Alportel Territorial Post went to the location to monitor the incident.",67,Pl_civil,tp,Nao definido,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_1,ext_def_exp_temp0.3_nodelim_norole_nocot,"['são', 'brás', 'de', 'alportel']",alportel,,São de Alportel,"In a statement, the Faro Territorial Command of the GNR said that, following a complaint reporting the existence of “a party with live music in a drinking establishment”, soldiers from the São de Alportel Territorial Post went to the location to monitor the incident.",67,Pl_civil,tp,Nao definido,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_1,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'military']",the,,The military,The military demobilized people to “compliance with the rules relating to the covid-19 pandemic”.,65,Per,tp,Articles,1.0,EXACT
qwen3_14b,participants,lusa_1,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'military']",military,,The military,The military demobilized people to “compliance with the rules relating to the covid-19 pandemic”.,65,Per,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_1,ext_def_exp_temp0.3_nodelim_norole_nocot,"['administrative', 'offense', 'notice']",an,,an administrative offense notice,The note also states that the owner was identified and “an administrative offense notice” was drawn up.,107,Obj,fn,Articles,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_1,ext_def_exp_temp0.3_nodelim_norole_nocot,"['administrative', 'offense', 'notice']",administrative,,an administrative offense notice,The note also states that the owner was identified and “an administrative offense notice” was drawn up.,107,Obj,tp,Nao definido,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_1,ext_def_exp_temp0.3_nodelim_norole_nocot,"['administrative', 'offense', 'notice']",offense,,an administrative offense notice,The note also states that the owner was identified and “an administrative offense notice” was drawn up.,107,Obj,tp,Nao definido,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_1,ext_def_exp_temp0.3_nodelim_norole_nocot,"['administrative', 'offense', 'notice']",notice,,an administrative offense notice,The note also states that the owner was identified and “an administrative offense notice” was drawn up.,107,Obj,tp,Nao definido,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_1,ext_def_exp_temp0.3_nodelim_norole_nocot,['note'],note,,note,The note also states that the owner was identified and “an administrative offense notice” was drawn up.,57,Obj,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['qualified', 'murder']",qualified,,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['qualified', 'murder']",murder,,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'murder', 'weapon']",the,,the murder weapon,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",164,Obj,tp,Articles,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'murder', 'weapon']",murder,,the murder weapon,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",164,Obj,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'murder', 'weapon']",weapon,,the murder weapon,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",164,Obj,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'defendant']",the,,the defendant,"The judge explained that ""the documentary and testimonial evidence"" produced during the trial, which began in October, was not sufficient to convict those two crimes.",123,Per,tp,Articles,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'defendant']",defendant,,the defendant,"The judge explained that ""the documentary and testimonial evidence"" produced during the trial, which began in October, was not sufficient to convict those two crimes.",123,Per,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'mother', 'of', 'the', 'fatal', 'victim']",the,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,fp,Articles,0.8,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'mother', 'of', 'the', 'fatal', 'victim']",mother,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,fp,Nao definido,0.8,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'mother', 'of', 'the', 'fatal', 'victim']",of,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,tp,Prepositions & Connectives,0.8,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'mother', 'of', 'the', 'fatal', 'victim']",fatal,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,tp,Nao definido,0.8,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'mother', 'of', 'the', 'fatal', 'victim']",victim,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,tp,Generic Actors,0.8,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['those', 'two', 'crimes']",of,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,fn,Prepositions & Connectives,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['those', 'two', 'crimes']",those,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,fp,Pronouns,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['those', 'two', 'crimes']",the,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,fn,Articles,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['those', 'two', 'crimes']",two,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,fp,Numerals & Quantifiers,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['those', 'two', 'crimes']",crimes,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['those', 'two', 'crimes']",fatal,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,fn,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['those', 'two', 'crimes']",victim,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,fn,Generic Actors,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'fatal', 'victim']",of,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,fn,Prepositions & Connectives,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'fatal', 'victim']",the,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,tp,Articles,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'fatal', 'victim']",fatal,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,tp,Nao definido,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'fatal', 'victim']",victim,,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,tp,Generic Actors,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'man']",the,,The man,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",118,Per,tp,Articles,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'man']",man,,The man,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",118,Per,tp,Generic Actors,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['another', 'man']",another,,another,Viana do Castelo court sentences man who shot another man to 12 years in prison,115,Per,tp,Nao definido,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['another', 'man']",man,,another,Viana do Castelo court sentences man who shot another man to 12 years in prison,115,Per,fp,Generic Actors,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'collective']",the,,The collective,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,133,Per,tp,Articles,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'collective']",collective,,The collective,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,133,Per,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'courtroom']",in,,in the courtroom,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,129,Loc,fn,Prepositions & Connectives,0.8,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'courtroom']",the,,in the courtroom,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,129,Loc,tp,Articles,0.8,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'courtroom']",courtroom,,in the courtroom,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,129,Loc,tp,Nao definido,0.8,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['one', 'crime', 'of', 'harm', 'to', 'qualified', 'physical', 'integrity']",one,,,,,,fp,Numerals & Quantifiers,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['one', 'crime', 'of', 'harm', 'to', 'qualified', 'physical', 'integrity']",crime,,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['one', 'crime', 'of', 'harm', 'to', 'qualified', 'physical', 'integrity']",of,,,,,,fp,Prepositions & Connectives,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['one', 'crime', 'of', 'harm', 'to', 'qualified', 'physical', 'integrity']",harm,,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['one', 'crime', 'of', 'harm', 'to', 'qualified', 'physical', 'integrity']",to,,,,,,fp,Prepositions & Connectives,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['one', 'crime', 'of', 'harm', 'to', 'qualified', 'physical', 'integrity']",qualified,,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['one', 'crime', 'of', 'harm', 'to', 'qualified', 'physical', 'integrity']",physical,,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['one', 'crime', 'of', 'harm', 'to', 'qualified', 'physical', 'integrity']",integrity,,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['pre', 'trial', 'detention']",pre,,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['pre', 'trial', 'detention']",trial,,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['pre', 'trial', 'detention']",detention,,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'documentary', 'and', 'testimonial', 'evidence']",the,,documentary and testimonial evidence,"The judge explained that ""the documentary and testimonial evidence"" produced during the trial, which began in October, was not sufficient to convict those two crimes.",185,Other,fp,Articles,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'documentary', 'and', 'testimonial', 'evidence']",documentary,,documentary and testimonial evidence,"The judge explained that ""the documentary and testimonial evidence"" produced during the trial, which began in October, was not sufficient to convict those two crimes.",185,Other,tp,Nao definido,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'documentary', 'and', 'testimonial', 'evidence']",and,,documentary and testimonial evidence,"The judge explained that ""the documentary and testimonial evidence"" produced during the trial, which began in October, was not sufficient to convict those two crimes.",185,Other,tp,Nao definido,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'documentary', 'and', 'testimonial', 'evidence']",testimonial,,documentary and testimonial evidence,"The judge explained that ""the documentary and testimonial evidence"" produced during the trial, which began in October, was not sufficient to convict those two crimes.",185,Other,tp,Nao definido,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'documentary', 'and', 'testimonial', 'evidence']",evidence,,documentary and testimonial evidence,"The judge explained that ""the documentary and testimonial evidence"" produced during the trial, which began in October, was not sufficient to convict those two crimes.",185,Other,tp,Nao definido,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'judge']",the,,the presiding judge,"During the reading of the ruling, the presiding judge of the panel said that the defendant, who is in pre-trial detention after seven years on the run, and who was not present in the courtroom, was acquitted of two other crimes of which he was accused, namely one crime of harm to qualified physical integrity and the other of possession of a prohibited weapon.",121,Per,tp,Articles,0.8,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'judge']",presiding,,the presiding judge,"During the reading of the ruling, the presiding judge of the panel said that the defendant, who is in pre-trial detention after seven years on the run, and who was not present in the courtroom, was acquitted of two other crimes of which he was accused, namely one crime of harm to qualified physical integrity and the other of possession of a prohibited weapon.",121,Per,fn,Nao definido,0.8,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['the', 'judge']",judge,,the presiding judge,"During the reading of the ruling, the presiding judge of the panel said that the defendant, who is in pre-trial detention after seven years on the run, and who was not present in the courtroom, was acquitted of two other crimes of which he was accused, namely one crime of harm to qualified physical integrity and the other of possession of a prohibited weapon.",121,Per,tp,Nao definido,0.8,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['presiding', 'judge', 'of', 'the', 'panel']",presiding,,presiding judge of the,"During the reading of the ruling, the presiding judge of the panel said that the defendant, who is in pre-trial detention after seven years on the run, and who was not present in the courtroom, was acquitted of two other crimes of which he was accused, namely one crime of harm to qualified physical integrity and the other of possession of a prohibited weapon.",120,Per,tp,Nao definido,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['presiding', 'judge', 'of', 'the', 'panel']",judge,,presiding judge of the,"During the reading of the ruling, the presiding judge of the panel said that the defendant, who is in pre-trial detention after seven years on the run, and who was not present in the courtroom, was acquitted of two other crimes of which he was accused, namely one crime of harm to qualified physical integrity and the other of possession of a prohibited weapon.",120,Per,tp,Nao definido,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['presiding', 'judge', 'of', 'the', 'panel']",of,,presiding judge of the,"During the reading of the ruling, the presiding judge of the panel said that the defendant, who is in pre-trial detention after seven years on the run, and who was not present in the courtroom, was acquitted of two other crimes of which he was accused, namely one crime of harm to qualified physical integrity and the other of possession of a prohibited weapon.",120,Per,tp,Prepositions & Connectives,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['presiding', 'judge', 'of', 'the', 'panel']",the,,presiding judge of the,"During the reading of the ruling, the presiding judge of the panel said that the defendant, who is in pre-trial detention after seven years on the run, and who was not present in the courtroom, was acquitted of two other crimes of which he was accused, namely one crime of harm to qualified physical integrity and the other of possession of a prohibited weapon.",120,Per,tp,Articles,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['presiding', 'judge', 'of', 'the', 'panel']",panel,,presiding judge of the,"During the reading of the ruling, the presiding judge of the panel said that the defendant, who is in pre-trial detention after seven years on the run, and who was not present in the courtroom, was acquitted of two other crimes of which he was accused, namely one crime of harm to qualified physical integrity and the other of possession of a prohibited weapon.",120,Per,fp,Nao definido,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['a', '36', 'year', 'old', 'man']",a,,a 36-year-old man,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,113,Per,tp,Articles,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['a', '36', 'year', 'old', 'man']",36,,a 36-year-old man,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,113,Per,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['a', '36', 'year', 'old', 'man']",year,,a 36-year-old man,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,113,Per,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['a', '36', 'year', 'old', 'man']",old,,a 36-year-old man,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,113,Per,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['a', '36', 'year', 'old', 'man']",man,,a 36-year-old man,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,113,Per,tp,Generic Actors,1.0,EXACT
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['simple', 'murder']",simple,,the murder weapon,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",164,Obj,fp,Nao definido,0.4,PARTIAL
qwen3_14b,participants,lusa_101,ext_def_exp_temp0.3_nodelim_norole_nocot,"['simple', 'murder']",the,,the murder weapon,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",164,Obj,fn,Articles,0.4,PARTIAL
