modelo,entity,doc_id,template,token,pred_type,annt_type,result,f1_r_score
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,a Empresa Municipal de Ambiente do Porto,,Org,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,o Porto,,Org,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,o Comando Metropolitano da PSP do Porto,,Org,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,o Comando Metropolitano da PSP,,Org,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,o Hospital de Santo António,,Fac,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,o camião,,Obj,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,a Câmara,,Org,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,fonte,,Per,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,A empresa,,Org,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,que,,Per,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,as Relações Públicas,,Org,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,as condolências,,Other,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,sua,,Per,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,a PSP,,Org,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,a Rua da Constituição,,Pl_civil,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,família,,Per,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,a Empresa Municipal de Ambiente,,Org,fn,
qwen3_14b,participants,lusa_106,cls_exp_temp0.3_nodelim_norole_nocot,a grua,,Obj,fn,
qwen3_14b,participants,lusa_107,cls_exp_temp0.3_nodelim_norole_nocot,Um homem de 60,Per,Per,tp,
qwen3_14b,participants,lusa_107,cls_exp_temp0.3_nodelim_norole_nocot,Homem de 60 anos,Per,Per,tp,
qwen3_14b,participants,lusa_107,cls_exp_temp0.3_nodelim_norole_nocot,a fonte,Per,Per,tp,
qwen3_14b,participants,lusa_107,cls_exp_temp0.3_nodelim_norole_nocot,telhado,Obj,Other,tp,
qwen3_14b,participants,lusa_107,cls_exp_temp0.3_nodelim_norole_nocot,fonte,Per,Per,tp,
qwen3_14b,participants,lusa_107,cls_exp_temp0.3_nodelim_norole_nocot,os bombeiros de Leixões,Org,Org,tp,
qwen3_14b,participants,lusa_107,cls_exp_temp0.3_nodelim_norole_nocot,o homem,Per,Per,tp,
qwen3_14b,participants,lusa_107,cls_exp_temp0.3_nodelim_norole_nocot,à Lusa,Org,Org,tp,
qwen3_14b,participants,lusa_107,cls_exp_temp0.3_nodelim_norole_nocot,No local,Loc,Loc,tp,
qwen3_14b,participants,lusa_107,cls_exp_temp0.3_nodelim_norole_nocot,PSP,Org,,fp,
qwen3_14b,participants,lusa_107,cls_exp_temp0.3_nodelim_norole_nocot,fonte da PSP,Per,,fp,
qwen3_14b,participants,lusa_107,cls_exp_temp0.3_nodelim_norole_nocot,Lusa,Org,,fp,
