modelo,entity,doc_id,template,complete_prediction,token,pred_type,matched_annotation,full_matched_sentence,ann_entity_id,annt_type,result,word_category,pct_tp_participant_level,result_type
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['são', 'brás', 'de', 'alportel']",de,Loc,São de Alportel,"Em comunicado, o Comando Territorial de Faro da GNR adianta que, na sequência de uma denúncia a informar sobre a existência de “uma festa com música ao vivo num estabelecimento de bebidas”, militares do Posto Territorial de São de Alportel deslocaram-se ao local para fiscalizar a ocorrência.",T49,Pl_civil,tp,Preposições e Contrações,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['são', 'brás', 'de', 'alportel']",alportel,Loc,São de Alportel,"Em comunicado, o Comando Territorial de Faro da GNR adianta que, na sequência de uma denúncia a informar sobre a existência de “uma festa com música ao vivo num estabelecimento de bebidas”, militares do Posto Territorial de São de Alportel deslocaram-se ao local para fiscalizar a ocorrência.",T49,Pl_civil,tp,Nao definido,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['posto', 'territorial', 'de', 'são', 'de', 'alportel']",o,Fac,o Posto Territorial de São de Alportel,"Em comunicado, o Comando Territorial de Faro da GNR adianta que, na sequência de uma denúncia a informar sobre a existência de “uma festa com música ao vivo num estabelecimento de bebidas”, militares do Posto Territorial de São de Alportel deslocaram-se ao local para fiscalizar a ocorrência.",T34,Org,fn,Artigos,0.9230769230769231,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['posto', 'territorial', 'de', 'são', 'de', 'alportel']",posto,Fac,o Posto Territorial de São de Alportel,"Em comunicado, o Comando Territorial de Faro da GNR adianta que, na sequência de uma denúncia a informar sobre a existência de “uma festa com música ao vivo num estabelecimento de bebidas”, militares do Posto Territorial de São de Alportel deslocaram-se ao local para fiscalizar a ocorrência.",T34,Org,tp,Nao definido,0.9230769230769231,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['posto', 'territorial', 'de', 'são', 'de', 'alportel']",territorial,Fac,o Posto Territorial de São de Alportel,"Em comunicado, o Comando Territorial de Faro da GNR adianta que, na sequência de uma denúncia a informar sobre a existência de “uma festa com música ao vivo num estabelecimento de bebidas”, militares do Posto Territorial de São de Alportel deslocaram-se ao local para fiscalizar a ocorrência.",T34,Org,tp,Nao definido,0.9230769230769231,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['posto', 'territorial', 'de', 'são', 'de', 'alportel']",de,Fac,o Posto Territorial de São de Alportel,"Em comunicado, o Comando Territorial de Faro da GNR adianta que, na sequência de uma denúncia a informar sobre a existência de “uma festa com música ao vivo num estabelecimento de bebidas”, militares do Posto Territorial de São de Alportel deslocaram-se ao local para fiscalizar a ocorrência.",T34,Org,tp,Preposições e Contrações,0.9230769230769231,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['posto', 'territorial', 'de', 'são', 'de', 'alportel']",são,Fac,o Posto Territorial de São de Alportel,"Em comunicado, o Comando Territorial de Faro da GNR adianta que, na sequência de uma denúncia a informar sobre a existência de “uma festa com música ao vivo num estabelecimento de bebidas”, militares do Posto Territorial de São de Alportel deslocaram-se ao local para fiscalizar a ocorrência.",T34,Org,tp,Nao definido,0.9230769230769231,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['posto', 'territorial', 'de', 'são', 'de', 'alportel']",alportel,Fac,o Posto Territorial de São de Alportel,"Em comunicado, o Comando Territorial de Faro da GNR adianta que, na sequência de uma denúncia a informar sobre a existência de “uma festa com música ao vivo num estabelecimento de bebidas”, militares do Posto Territorial de São de Alportel deslocaram-se ao local para fiscalizar a ocorrência.",T34,Org,tp,Nao definido,0.9230769230769231,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['estabelecimento', 'de', 'bebidas']",estabelecimento,Fac,estabelecimento de bebidas,Os militares desmobilizaram as pessoas para “cumprimento das normas referentes à pandemia de covid-19”.,T32,Fac,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['estabelecimento', 'de', 'bebidas']",de,Fac,estabelecimento de bebidas,Os militares desmobilizaram as pessoas para “cumprimento das normas referentes à pandemia de covid-19”.,T32,Fac,tp,Preposições e Contrações,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['estabelecimento', 'de', 'bebidas']",bebidas,Fac,estabelecimento de bebidas,Os militares desmobilizaram as pessoas para “cumprimento das normas referentes à pandemia de covid-19”.,T32,Fac,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['um', 'auto', 'de', 'contraordenação']",um,Obj,um auto de contraordenação,Na nota é ainda referido que o proprietário foi identificado e foi elaborado “um auto de contraordenação”.,T17,Obj,tp,Artigos,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['um', 'auto', 'de', 'contraordenação']",auto,Obj,um auto de contraordenação,Na nota é ainda referido que o proprietário foi identificado e foi elaborado “um auto de contraordenação”.,T17,Obj,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['um', 'auto', 'de', 'contraordenação']",de,Obj,um auto de contraordenação,Na nota é ainda referido que o proprietário foi identificado e foi elaborado “um auto de contraordenação”.,T17,Obj,tp,Preposições e Contrações,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['um', 'auto', 'de', 'contraordenação']",contraordenação,Obj,um auto de contraordenação,Na nota é ainda referido que o proprietário foi identificado e foi elaborado “um auto de contraordenação”.,T17,Obj,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['o', 'proprietário']",o,Per,o proprietário,Na nota é ainda referido que o proprietário foi identificado e foi elaborado “um auto de contraordenação”.,T40,Per,tp,Artigos,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['o', 'proprietário']",proprietário,Per,o proprietário,Na nota é ainda referido que o proprietário foi identificado e foi elaborado “um auto de contraordenação”.,T40,Per,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,['gnr'],gnr,Org,GNR,Covid-19: GNR acabou com festa ilegal com 50 pessoas em São Brás de Alportel,T30,Org,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['50', 'pessoas']",50,Per,as pessoas,Os militares desmobilizaram as pessoas para “cumprimento das normas referentes à pandemia de covid-19”.,T37,Per,fp,Nao definido,0.5,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['50', 'pessoas']",as,Per,as pessoas,Os militares desmobilizaram as pessoas para “cumprimento das normas referentes à pandemia de covid-19”.,T37,Per,fn,Artigos,0.5,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['50', 'pessoas']",pessoas,Per,as pessoas,Os militares desmobilizaram as pessoas para “cumprimento das normas referentes à pandemia de covid-19”.,T37,Per,tp,Substantivos Genéricos (Atores),0.5,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['concelho', 'de', 'são', 'brás', 'de', 'alportel']",concelho,Loc,concelho de São Brás de Alportel,"A GNR acabou no sábado com uma festa ilegal num bar em Corotelo, concelho de São Brás de Alportel, que reunia cerca de 50 pessoas, foi hoje anunciado.",T23,Pl_civil,tp,Termos Espaciais e Jurisdicionais,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['concelho', 'de', 'são', 'brás', 'de', 'alportel']",de,Loc,concelho de São Brás de Alportel,"A GNR acabou no sábado com uma festa ilegal num bar em Corotelo, concelho de São Brás de Alportel, que reunia cerca de 50 pessoas, foi hoje anunciado.",T23,Pl_civil,tp,Preposições e Contrações,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['concelho', 'de', 'são', 'brás', 'de', 'alportel']",são,Loc,concelho de São Brás de Alportel,"A GNR acabou no sábado com uma festa ilegal num bar em Corotelo, concelho de São Brás de Alportel, que reunia cerca de 50 pessoas, foi hoje anunciado.",T23,Pl_civil,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['concelho', 'de', 'são', 'brás', 'de', 'alportel']",brás,Loc,concelho de São Brás de Alportel,"A GNR acabou no sábado com uma festa ilegal num bar em Corotelo, concelho de São Brás de Alportel, que reunia cerca de 50 pessoas, foi hoje anunciado.",T23,Pl_civil,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['concelho', 'de', 'são', 'brás', 'de', 'alportel']",alportel,Loc,concelho de São Brás de Alportel,"A GNR acabou no sábado com uma festa ilegal num bar em Corotelo, concelho de São Brás de Alportel, que reunia cerca de 50 pessoas, foi hoje anunciado.",T23,Pl_civil,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['agência', 'france', 'presse']",agência,Org,agência France-Presse,"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T31,Org,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['agência', 'france', 'presse']",france,Org,agência France-Presse,"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T31,Org,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['agência', 'france', 'presse']",presse,Org,agência France-Presse,"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T31,Org,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,['afp'],afp,Org,AFP,"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T57,Org,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,['feridos'],vários,Per,vários feridos,"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T27,Per,fn,Nao definido,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,['feridos'],feridos,Per,vários feridos,"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T27,Per,tp,Nao definido,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['manifestação', 'black', 'lives', 'matter']",manifestação,Other,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['manifestação', 'black', 'lives', 'matter']",black,Other,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['manifestação', 'black', 'lives', 'matter']",lives,Other,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['manifestação', 'black', 'lives', 'matter']",matter,Other,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,['automóvel'],o,Obj,O condutor do automóvel,"O condutor do automóvel foi detido no local, de acordo com a mesma fonte.",T33,Per,fn,Artigos,0.4,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,['automóvel'],condutor,Obj,O condutor do automóvel,"O condutor do automóvel foi detido no local, de acordo com a mesma fonte.",T33,Per,fn,Nao definido,0.4,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,['automóvel'],do,Obj,O condutor do automóvel,"O condutor do automóvel foi detido no local, de acordo com a mesma fonte.",T33,Per,fn,Preposições e Contrações,0.4,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,['automóvel'],automóvel,Obj,O condutor do automóvel,"O condutor do automóvel foi detido no local, de acordo com a mesma fonte.",T33,Per,tp,Nao definido,0.4,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['várias', 'pessoas']",várias,Per,várias pessoas,"Automóvel atropela várias pessoas durante manifestação ""Black Lives Matter"" em Manhattan",T22,Per,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['várias', 'pessoas']",pessoas,Per,várias pessoas,"Automóvel atropela várias pessoas durante manifestação ""Black Lives Matter"" em Manhattan",T22,Per,tp,Substantivos Genéricos (Atores),1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,['manhattan'],manhattan,Loc,Manhattan,"Automóvel atropela várias pessoas durante manifestação ""Black Lives Matter"" em Manhattan",T23,Pl_civil,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,['hospitais'],vários,Fac,vários hospitais,"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T29,Fac,fn,Nao definido,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,['hospitais'],hospitais,Fac,vários hospitais,"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T29,Fac,tp,Nao definido,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['o', 'condutor', 'do', 'automóvel']",o,Per,O condutor do automóvel,"O condutor do automóvel foi detido no local, de acordo com a mesma fonte.",T33,Per,tp,Artigos,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['o', 'condutor', 'do', 'automóvel']",condutor,Per,O condutor do automóvel,"O condutor do automóvel foi detido no local, de acordo com a mesma fonte.",T33,Per,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['o', 'condutor', 'do', 'automóvel']",do,Per,O condutor do automóvel,"O condutor do automóvel foi detido no local, de acordo com a mesma fonte.",T33,Per,tp,Preposições e Contrações,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['o', 'condutor', 'do', 'automóvel']",automóvel,Per,O condutor do automóvel,"O condutor do automóvel foi detido no local, de acordo com a mesma fonte.",T33,Per,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['polícia', 'de', 'nova', 'iorque']",a,Org,a polícia de Nova Iorque,"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T32,Org,fn,Artigos,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['polícia', 'de', 'nova', 'iorque']",polícia,Org,a polícia de Nova Iorque,"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T32,Org,tp,Nao definido,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['polícia', 'de', 'nova', 'iorque']",de,Org,a polícia de Nova Iorque,"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T32,Org,tp,Preposições e Contrações,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['polícia', 'de', 'nova', 'iorque']",nova,Org,a polícia de Nova Iorque,"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T32,Org,tp,Nao definido,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['polícia', 'de', 'nova', 'iorque']",iorque,Org,a polícia de Nova Iorque,"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T32,Org,tp,Nao definido,0.8888888888888888,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,['nypd'],nypd,Org,NYPD,"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T58,Org,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['a', 'mesma', 'fonte']",a,Per,a mesma fonte,"O condutor do automóvel foi detido no local, de acordo com a mesma fonte.",T35,Org,tp,Artigos,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['a', 'mesma', 'fonte']",mesma,Per,a mesma fonte,"O condutor do automóvel foi detido no local, de acordo com a mesma fonte.",T35,Org,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['a', 'mesma', 'fonte']",fonte,Per,a mesma fonte,"O condutor do automóvel foi detido no local, de acordo com a mesma fonte.",T35,Org,tp,Substantivos Genéricos (Atores),1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['nova', 'iorque']",nova,Loc,Nova Iorque,"Nova Iorque, 11 dez 2020",T48,Pl_civil,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['nova', 'iorque']",iorque,Loc,Nova Iorque,"Nova Iorque, 11 dez 2020",T48,Pl_civil,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['big', 'apple']",a,Loc,a 'Big Apple',"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T30,Pl_civil,fn,Artigos,0.8,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['big', 'apple']",big,Loc,a 'Big Apple',"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T30,Pl_civil,tp,Nao definido,0.8,PARTIAL
qwen3_14b,participants,lusa_10,cls_exp_temp0.3_nodelim_norole_nocot,"['big', 'apple']",apple,Loc,a 'Big Apple',"O incidente provocou vários feridos, alguns dos quais tiveram se ser transportados para vários hospitais da 'Big Apple', explicou à agência France-Presse (AFP) a polícia de Nova Iorque (NYPD).",T30,Pl_civil,tp,Nao definido,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,['homem'],homem,Per,homem,Tribunal de Viana do Castelo condena homem que matou outro a tiro a 12 anos de prisão,T50,Per,tp,Substantivos Genéricos (Atores),1.0,EXACT
