modelo,entity,doc_id,template,complete_prediction,token,pred_type,matched_annotation,full_matched_sentence,ann_entity_id,annt_type,result,word_category,pct_tp_participant_level,result_type
amalia,participants,lusa_104,cls,['setúbal'],setúbal,Loc,,,,,fp,Nao definido,0.0,MISS
amalia,participants,lusa_104,cls,['crimes'],crimes,Other,,,,,fp,Nao definido,0.0,MISS
amalia,participants,lusa_104,cls,"['prisão', 'preventiva']",prisão,Other,,,,,fp,Nao definido,0.0,MISS
amalia,participants,lusa_104,cls,"['prisão', 'preventiva']",preventiva,Other,,,,,fp,Nao definido,0.0,MISS
amalia,participants,lusa_104,cls,['comunicado'],um,Other,um comunicado,"Segundo um comunicado da PJ, o presumível agressor terá disparado sobre a vítima na sequência de um conflito com um grupo de convivas que se encontrava a almoçar na coletividade, no Alto da Guerra.",T58,Obj,fn,Artigos,0.6666666666666666,PARTIAL
amalia,participants,lusa_104,cls,['comunicado'],comunicado,Other,um comunicado,"Segundo um comunicado da PJ, o presumível agressor terá disparado sobre a vítima na sequência de um conflito com um grupo de convivas que se encontrava a almoçar na coletividade, no Alto da Guerra.",T58,Obj,tp,Nao definido,0.6666666666666666,PARTIAL
amalia,participants,lusa_104,cls,"['forma', 'tentada']",forma,Other,,,,,fp,Nao definido,0.0,MISS
amalia,participants,lusa_104,cls,"['forma', 'tentada']",tentada,Other,,,,,fp,Nao definido,0.0,MISS
amalia,participants,lusa_104,cls,"['primeiro', 'interrogatório', 'judicial']",primeiro,Eve,,,,,fp,Nao definido,0.0,MISS
amalia,participants,lusa_104,cls,"['primeiro', 'interrogatório', 'judicial']",interrogatório,Eve,,,,,fp,Nao definido,0.0,MISS
amalia,participants,lusa_104,cls,"['primeiro', 'interrogatório', 'judicial']",judicial,Eve,,,,,fp,Nao definido,0.0,MISS
amalia,participants,lusa_20,cls,"['ambulância', 'de', 'suporte', 'imediato', 'de', 'vida', 'de', 'santo', 'tirso']",a,Org,a Ambulância de Suporte Imediato de Vida de Santo Tirso,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T36,Org,fn,Artigos,0.9473684210526315,PARTIAL
amalia,participants,lusa_20,cls,"['ambulância', 'de', 'suporte', 'imediato', 'de', 'vida', 'de', 'santo', 'tirso']",ambulância,Org,a Ambulância de Suporte Imediato de Vida de Santo Tirso,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T36,Org,tp,Nao definido,0.9473684210526315,PARTIAL
amalia,participants,lusa_20,cls,"['ambulância', 'de', 'suporte', 'imediato', 'de', 'vida', 'de', 'santo', 'tirso']",de,Org,a Ambulância de Suporte Imediato de Vida de Santo Tirso,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T36,Org,tp,Preposições e Contrações,0.9473684210526315,PARTIAL
amalia,participants,lusa_20,cls,"['ambulância', 'de', 'suporte', 'imediato', 'de', 'vida', 'de', 'santo', 'tirso']",suporte,Org,a Ambulância de Suporte Imediato de Vida de Santo Tirso,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T36,Org,tp,Nao definido,0.9473684210526315,PARTIAL
amalia,participants,lusa_20,cls,"['ambulância', 'de', 'suporte', 'imediato', 'de', 'vida', 'de', 'santo', 'tirso']",imediato,Org,a Ambulância de Suporte Imediato de Vida de Santo Tirso,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T36,Org,tp,Nao definido,0.9473684210526315,PARTIAL
amalia,participants,lusa_20,cls,"['ambulância', 'de', 'suporte', 'imediato', 'de', 'vida', 'de', 'santo', 'tirso']",vida,Org,a Ambulância de Suporte Imediato de Vida de Santo Tirso,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T36,Org,tp,Nao definido,0.9473684210526315,PARTIAL
amalia,participants,lusa_20,cls,"['ambulância', 'de', 'suporte', 'imediato', 'de', 'vida', 'de', 'santo', 'tirso']",santo,Org,a Ambulância de Suporte Imediato de Vida de Santo Tirso,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T36,Org,tp,Nao definido,0.9473684210526315,PARTIAL
amalia,participants,lusa_20,cls,"['ambulância', 'de', 'suporte', 'imediato', 'de', 'vida', 'de', 'santo', 'tirso']",tirso,Org,a Ambulância de Suporte Imediato de Vida de Santo Tirso,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T36,Org,tp,Nao definido,0.9473684210526315,PARTIAL
amalia,participants,lusa_20,cls,"['proteção', 'civil']",proteção,Org,Proteção Civil,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T21,Org,tp,Nao definido,1.0,EXACT
amalia,participants,lusa_20,cls,"['proteção', 'civil']",civil,Org,Proteção Civil,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T21,Org,tp,Nao definido,1.0,EXACT
amalia,participants,lusa_20,cls,['autocarro'],um,Obj,um autocarro,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T16,Obj,fn,Artigos,0.6666666666666666,PARTIAL
amalia,participants,lusa_20,cls,['autocarro'],autocarro,Obj,um autocarro,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T16,Obj,tp,Nao definido,0.6666666666666666,PARTIAL
amalia,participants,lusa_20,cls,"['viatura', 'médica', 'de', 'emergência', 'e', 'reanimação', 'de', 'vila', 'nova', 'de', 'famalicão']",a,Org,a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão,"No local, a prestar assistência, para além dos Bombeiros da Vila das Aves, esteve a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão, a Ambulância de Suporte Imediato de Vida de Santo Tirso e a GNR local, disse à Lusa fonte da corporação.",T34,Obj,fn,Artigos,0.9565217391304348,PARTIAL
amalia,participants,lusa_20,cls,"['viatura', 'médica', 'de', 'emergência', 'e', 'reanimação', 'de', 'vila', 'nova', 'de', 'famalicão']",viatura,Org,a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão,"No local, a prestar assistência, para além dos Bombeiros da Vila das Aves, esteve a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão, a Ambulância de Suporte Imediato de Vida de Santo Tirso e a GNR local, disse à Lusa fonte da corporação.",T34,Obj,tp,Nao definido,0.9565217391304348,PARTIAL
amalia,participants,lusa_20,cls,"['viatura', 'médica', 'de', 'emergência', 'e', 'reanimação', 'de', 'vila', 'nova', 'de', 'famalicão']",médica,Org,a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão,"No local, a prestar assistência, para além dos Bombeiros da Vila das Aves, esteve a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão, a Ambulância de Suporte Imediato de Vida de Santo Tirso e a GNR local, disse à Lusa fonte da corporação.",T34,Obj,tp,Nao definido,0.9565217391304348,PARTIAL
amalia,participants,lusa_20,cls,"['viatura', 'médica', 'de', 'emergência', 'e', 'reanimação', 'de', 'vila', 'nova', 'de', 'famalicão']",de,Org,a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão,"No local, a prestar assistência, para além dos Bombeiros da Vila das Aves, esteve a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão, a Ambulância de Suporte Imediato de Vida de Santo Tirso e a GNR local, disse à Lusa fonte da corporação.",T34,Obj,tp,Preposições e Contrações,0.9565217391304348,PARTIAL
amalia,participants,lusa_20,cls,"['viatura', 'médica', 'de', 'emergência', 'e', 'reanimação', 'de', 'vila', 'nova', 'de', 'famalicão']",emergência,Org,a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão,"No local, a prestar assistência, para além dos Bombeiros da Vila das Aves, esteve a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão, a Ambulância de Suporte Imediato de Vida de Santo Tirso e a GNR local, disse à Lusa fonte da corporação.",T34,Obj,tp,Nao definido,0.9565217391304348,PARTIAL
amalia,participants,lusa_20,cls,"['viatura', 'médica', 'de', 'emergência', 'e', 'reanimação', 'de', 'vila', 'nova', 'de', 'famalicão']",e,Org,a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão,"No local, a prestar assistência, para além dos Bombeiros da Vila das Aves, esteve a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão, a Ambulância de Suporte Imediato de Vida de Santo Tirso e a GNR local, disse à Lusa fonte da corporação.",T34,Obj,tp,Nao definido,0.9565217391304348,PARTIAL
amalia,participants,lusa_20,cls,"['viatura', 'médica', 'de', 'emergência', 'e', 'reanimação', 'de', 'vila', 'nova', 'de', 'famalicão']",reanimação,Org,a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão,"No local, a prestar assistência, para além dos Bombeiros da Vila das Aves, esteve a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão, a Ambulância de Suporte Imediato de Vida de Santo Tirso e a GNR local, disse à Lusa fonte da corporação.",T34,Obj,tp,Nao definido,0.9565217391304348,PARTIAL
amalia,participants,lusa_20,cls,"['viatura', 'médica', 'de', 'emergência', 'e', 'reanimação', 'de', 'vila', 'nova', 'de', 'famalicão']",vila,Org,a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão,"No local, a prestar assistência, para além dos Bombeiros da Vila das Aves, esteve a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão, a Ambulância de Suporte Imediato de Vida de Santo Tirso e a GNR local, disse à Lusa fonte da corporação.",T34,Obj,tp,Nao definido,0.9565217391304348,PARTIAL
amalia,participants,lusa_20,cls,"['viatura', 'médica', 'de', 'emergência', 'e', 'reanimação', 'de', 'vila', 'nova', 'de', 'famalicão']",nova,Org,a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão,"No local, a prestar assistência, para além dos Bombeiros da Vila das Aves, esteve a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão, a Ambulância de Suporte Imediato de Vida de Santo Tirso e a GNR local, disse à Lusa fonte da corporação.",T34,Obj,tp,Nao definido,0.9565217391304348,PARTIAL
amalia,participants,lusa_20,cls,"['viatura', 'médica', 'de', 'emergência', 'e', 'reanimação', 'de', 'vila', 'nova', 'de', 'famalicão']",famalicão,Org,a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão,"No local, a prestar assistência, para além dos Bombeiros da Vila das Aves, esteve a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão, a Ambulância de Suporte Imediato de Vida de Santo Tirso e a GNR local, disse à Lusa fonte da corporação.",T34,Obj,tp,Nao definido,0.9565217391304348,PARTIAL
amalia,participants,lusa_20,cls,"['santo', 'tirso']",concelho,Loc,concelho de Santo Tirso,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T18,Pl_civil,fn,Termos Espaciais e Jurisdicionais,0.6666666666666666,PARTIAL
amalia,participants,lusa_20,cls,"['santo', 'tirso']",de,Loc,concelho de Santo Tirso,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T18,Pl_civil,fn,Preposições e Contrações,0.6666666666666666,PARTIAL
amalia,participants,lusa_20,cls,"['santo', 'tirso']",santo,Loc,concelho de Santo Tirso,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T18,Pl_civil,tp,Nao definido,0.6666666666666666,PARTIAL
amalia,participants,lusa_20,cls,"['santo', 'tirso']",tirso,Loc,concelho de Santo Tirso,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T18,Pl_civil,tp,Nao definido,0.6666666666666666,PARTIAL
amalia,participants,lusa_20,cls,"['vila', 'nova', 'de', 'famalicão']",vila,Loc,,,,,fp,Nao definido,0.0,MISS
amalia,participants,lusa_20,cls,"['vila', 'nova', 'de', 'famalicão']",nova,Loc,,,,,fp,Nao definido,0.0,MISS
amalia,participants,lusa_20,cls,"['vila', 'nova', 'de', 'famalicão']",de,Loc,,,,,fp,Preposições e Contrações,0.0,MISS
amalia,participants,lusa_20,cls,"['vila', 'nova', 'de', 'famalicão']",famalicão,Loc,,,,,fp,Nao definido,0.0,MISS
amalia,participants,lusa_20,cls,"['vila', 'das', 'aves']",vila,Loc,Vila das Aves,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T17,Pl_civil,tp,Nao definido,1.0,EXACT
amalia,participants,lusa_20,cls,"['vila', 'das', 'aves']",das,Loc,Vila das Aves,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T17,Pl_civil,tp,Preposições e Contrações,1.0,EXACT
amalia,participants,lusa_20,cls,"['vila', 'das', 'aves']",aves,Loc,Vila das Aves,"Um jovem de 14 anos ficou hoje em estado grave após ter sido atropelado por um autocarro na Vila das Aves, concelho de Santo Tirso, disse à Lusa fonte da Proteção Civil.",T17,Pl_civil,tp,Nao definido,1.0,EXACT
amalia,participants,lusa_20,cls,"['hospital', 'são', 'joão']",o,Fac,o Hospital São João,"O jovem, após ter sido assistido no local, foi transportado pelos Bombeiros da Vila das Aves para o Hospital São João, no Porto, acrescentou a fonte.",T25,Fac,fn,Artigos,0.8571428571428571,PARTIAL
amalia,participants,lusa_20,cls,"['hospital', 'são', 'joão']",hospital,Fac,o Hospital São João,"O jovem, após ter sido assistido no local, foi transportado pelos Bombeiros da Vila das Aves para o Hospital São João, no Porto, acrescentou a fonte.",T25,Fac,tp,Nao definido,0.8571428571428571,PARTIAL
amalia,participants,lusa_20,cls,"['hospital', 'são', 'joão']",são,Fac,o Hospital São João,"O jovem, após ter sido assistido no local, foi transportado pelos Bombeiros da Vila das Aves para o Hospital São João, no Porto, acrescentou a fonte.",T25,Fac,tp,Nao definido,0.8571428571428571,PARTIAL
amalia,participants,lusa_20,cls,"['hospital', 'são', 'joão']",joão,Fac,o Hospital São João,"O jovem, após ter sido assistido no local, foi transportado pelos Bombeiros da Vila das Aves para o Hospital São João, no Porto, acrescentou a fonte.",T25,Fac,tp,Nao definido,0.8571428571428571,PARTIAL
amalia,participants,lusa_20,cls,['gnr'],gnr,Org,,,,,fp,Nao definido,0.0,MISS
amalia,participants,lusa_20,cls,"['rua', 'luís', 'gonzaga', 'mendes', 'de', 'carvalho']",rua,Loc,Rua Luís Gonzaga Mendes de Carvalho,"O acidente ocorreu pela 18:16, na Rua Luís Gonzaga Mendes de Carvalho.",T30,Pl_civil,tp,Termos Espaciais e Jurisdicionais,1.0,EXACT
amalia,participants,lusa_20,cls,"['rua', 'luís', 'gonzaga', 'mendes', 'de', 'carvalho']",luís,Loc,Rua Luís Gonzaga Mendes de Carvalho,"O acidente ocorreu pela 18:16, na Rua Luís Gonzaga Mendes de Carvalho.",T30,Pl_civil,tp,Nao definido,1.0,EXACT
amalia,participants,lusa_20,cls,"['rua', 'luís', 'gonzaga', 'mendes', 'de', 'carvalho']",gonzaga,Loc,Rua Luís Gonzaga Mendes de Carvalho,"O acidente ocorreu pela 18:16, na Rua Luís Gonzaga Mendes de Carvalho.",T30,Pl_civil,tp,Nao definido,1.0,EXACT
amalia,participants,lusa_20,cls,"['rua', 'luís', 'gonzaga', 'mendes', 'de', 'carvalho']",mendes,Loc,Rua Luís Gonzaga Mendes de Carvalho,"O acidente ocorreu pela 18:16, na Rua Luís Gonzaga Mendes de Carvalho.",T30,Pl_civil,tp,Nao definido,1.0,EXACT
amalia,participants,lusa_20,cls,"['rua', 'luís', 'gonzaga', 'mendes', 'de', 'carvalho']",de,Loc,Rua Luís Gonzaga Mendes de Carvalho,"O acidente ocorreu pela 18:16, na Rua Luís Gonzaga Mendes de Carvalho.",T30,Pl_civil,tp,Preposições e Contrações,1.0,EXACT
amalia,participants,lusa_20,cls,"['rua', 'luís', 'gonzaga', 'mendes', 'de', 'carvalho']",carvalho,Loc,Rua Luís Gonzaga Mendes de Carvalho,"O acidente ocorreu pela 18:16, na Rua Luís Gonzaga Mendes de Carvalho.",T30,Pl_civil,tp,Nao definido,1.0,EXACT
amalia,participants,lusa_20,cls,['jovem'],o,Per,O jovem,"O jovem, após ter sido assistido no local, foi transportado pelos Bombeiros da Vila das Aves para o Hospital São João, no Porto, acrescentou a fonte.",T22,Per,fn,Artigos,0.6666666666666666,PARTIAL
amalia,participants,lusa_20,cls,['jovem'],jovem,Per,O jovem,"O jovem, após ter sido assistido no local, foi transportado pelos Bombeiros da Vila das Aves para o Hospital São João, no Porto, acrescentou a fonte.",T22,Per,tp,Substantivos Genéricos (Atores),0.6666666666666666,PARTIAL
amalia,participants,lusa_20,cls,"['bombeiros', 'da', 'vila', 'das', 'aves']",bombeiros,Org,Bombeiros da Vila das Aves,"O jovem, após ter sido assistido no local, foi transportado pelos Bombeiros da Vila das Aves para o Hospital São João, no Porto, acrescentou a fonte.",T24,Org,tp,Nao definido,1.0,EXACT
amalia,participants,lusa_20,cls,"['bombeiros', 'da', 'vila', 'das', 'aves']",da,Org,Bombeiros da Vila das Aves,"O jovem, após ter sido assistido no local, foi transportado pelos Bombeiros da Vila das Aves para o Hospital São João, no Porto, acrescentou a fonte.",T24,Org,tp,Preposições e Contrações,1.0,EXACT
amalia,participants,lusa_20,cls,"['bombeiros', 'da', 'vila', 'das', 'aves']",vila,Org,Bombeiros da Vila das Aves,"O jovem, após ter sido assistido no local, foi transportado pelos Bombeiros da Vila das Aves para o Hospital São João, no Porto, acrescentou a fonte.",T24,Org,tp,Nao definido,1.0,EXACT
amalia,participants,lusa_20,cls,"['bombeiros', 'da', 'vila', 'das', 'aves']",das,Org,Bombeiros da Vila das Aves,"O jovem, após ter sido assistido no local, foi transportado pelos Bombeiros da Vila das Aves para o Hospital São João, no Porto, acrescentou a fonte.",T24,Org,tp,Preposições e Contrações,1.0,EXACT
amalia,participants,lusa_20,cls,"['bombeiros', 'da', 'vila', 'das', 'aves']",aves,Org,Bombeiros da Vila das Aves,"O jovem, após ter sido assistido no local, foi transportado pelos Bombeiros da Vila das Aves para o Hospital São João, no Porto, acrescentou a fonte.",T24,Org,tp,Nao definido,1.0,EXACT
amalia,participants,lusa_34,cls,['polícia'],a,Org,A polícia,"A polícia já realizou perícias aos telemóveis de Leopoldo Luque, médico de Maradona, que participou na operação a um hematoma subdural a que o antigo futebolista foi submetido no início de novembro, e da psiquiatra Agustina Cosachov.",T47,Org,fn,Artigos,0.6666666666666666,PARTIAL
amalia,participants,lusa_34,cls,['polícia'],polícia,Org,A polícia,"A polícia já realizou perícias aos telemóveis de Leopoldo Luque, médico de Maradona, que participou na operação a um hematoma subdural a que o antigo futebolista foi submetido no início de novembro, e da psiquiatra Agustina Cosachov.",T47,Org,tp,Nao definido,0.6666666666666666,PARTIAL
amalia,participants,lusa_34,cls,"['justiça', 'argentina']",a,Org,a justiça argentina,"Dois dias após a morte de Maradona, de 60 anos, a justiça argentina abriu um inquérito para determinar se houve negligência médica na assistência ao antigo futebolista.",T57,Org,fn,Artigos,0.8,PARTIAL
amalia,participants,lusa_34,cls,"['justiça', 'argentina']",justiça,Org,a justiça argentina,"Dois dias após a morte de Maradona, de 60 anos, a justiça argentina abriu um inquérito para determinar se houve negligência médica na assistência ao antigo futebolista.",T57,Org,tp,Nao definido,0.8,PARTIAL
amalia,participants,lusa_34,cls,"['justiça', 'argentina']",argentina,Org,a justiça argentina,"Dois dias após a morte de Maradona, de 60 anos, a justiça argentina abriu um inquérito para determinar se houve negligência médica na assistência ao antigo futebolista.",T57,Org,tp,Nao definido,0.8,PARTIAL
amalia,participants,lusa_34,cls,['inquérito'],inquérito,Fac,,,,,fp,Nao definido,0.0,MISS
amalia,participants,lusa_34,cls,"['san', 'andré']",san,Loc,San André,"Em comunicado, a procuradoria-geral de San Isidro, refere que as buscas, durante as quais foi apreendido o telemóvel do motorista, foram ordenadas depois de saber que Trimarchi estava junto de Maradona quando este morreu, na sua casa, em San André, na província de Buenos Aires.",T45,Loc,tp,Nao definido,1.0,EXACT
amalia,participants,lusa_34,cls,"['san', 'andré']",andré,Loc,San André,"Em comunicado, a procuradoria-geral de San Isidro, refere que as buscas, durante as quais foi apreendido o telemóvel do motorista, foram ordenadas depois de saber que Trimarchi estava junto de Maradona quando este morreu, na sua casa, em San André, na província de Buenos Aires.",T45,Loc,tp,Nao definido,1.0,EXACT
amalia,participants,lusa_34,cls,['motorista'],motorista,Per,motorista,Autoridades judiciais fazem buscas em casa de motorista de Maradona,T34,Per,tp,Nao definido,1.0,EXACT
amalia,participants,lusa_34,cls,"['maximiliano', 'trimarchi']",maximiliano,Per,Maximiliano Trimarchi,"As autoridades judiciais argentinas realizaram hoje buscas no apartamento de Maximiliano Trimarchi, motorista de Diego Maradona, no âmbito da investigação por alegada negligência na morte do ex-futebolista argentino, ocorrida em 25 de novembro.",T33,Per,tp,Nao definido,1.0,EXACT
