modelo,entity,doc_id,template,token,pred_type,annt_type,result,f1_r_score
amalia,participants,lusa_20,cls,Rua Luís Gonzaga Mendes de Carvalho,Loc,Pl_civil,tp,
amalia,participants,lusa_20,cls,Proteção Civil,Org,Org,tp,
amalia,participants,lusa_20,cls,Jovem,Per,,fp,
amalia,participants,lusa_20,cls,GNR,Org,,fp,
amalia,participants,lusa_20,cls,Vila Nova de Famalicão,Loc,,fp,
amalia,participants,lusa_20,cls,Hospital São João,Fac,,fp,
amalia,participants,lusa_20,cls,Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão,Org,,fp,
amalia,participants,lusa_20,cls,Santo Tirso,Loc,,fp,
amalia,participants,lusa_20,cls,Ambulância de Suporte Imediato de Vida de Santo Tirso,Org,,fp,
amalia,participants,lusa_20,cls,autocarro,Obj,,fp,
amalia,participants,lusa_20,cls,Bombeiros,,Org,fn,
amalia,participants,lusa_20,cls,fonte,,Per,fn,
amalia,participants,lusa_20,cls,um autocarro,,Obj,fn,
amalia,participants,lusa_20,cls,Um jovem de 14 anos,,Per,fn,
amalia,participants,lusa_20,cls,concelho de Santo Tirso,,Pl_civil,fn,
amalia,participants,lusa_20,cls,Lusa,,Org,fn,
amalia,participants,lusa_20,cls,a fonte,,Per,fn,
amalia,participants,lusa_20,cls,a Viatura Médica de Emergência e Reanimação de Vila Nova de Famalicão,,Obj,fn,
amalia,participants,lusa_20,cls,a GNR local,,Org,fn,
amalia,participants,lusa_20,cls,O jovem,,Per,fn,
amalia,participants,lusa_20,cls,local,,Loc,fn,
amalia,participants,lusa_20,cls,a Ambulância de Suporte Imediato de Vida de Santo Tirso,,Org,fn,
amalia,participants,lusa_20,cls,o Hospital São João,,Fac,fn,
amalia,participants,lusa_20,cls,corporação,,Org,fn,
amalia,participants,lusa_20,cls,Porto,,Pl_civil,fn,
amalia,participants,lusa_30,cls,aquela força de segurança,,Org,fn,
amalia,participants,lusa_30,cls,"dois homens, com idades entre os 34 e os 43 anos",,Per,fn,
amalia,participants,lusa_30,cls,a Guarda Nacional Republicana (GNR),,Org,fn,
amalia,participants,lusa_30,cls,os militares,,Per,fn,
amalia,participants,lusa_30,cls,Setúbal,,Pl_civil,fn,
amalia,participants,lusa_30,cls,o comando territorial,,Org,fn,
amalia,participants,lusa_30,cls,o concelho de Sines,,Pl_civil,fn,
amalia,participants,lusa_30,cls,o comando territorial de Setúbal,,Org,fn,
amalia,participants,lusa_30,cls,quatro telemóveis,,Obj,fn,
amalia,participants,lusa_30,cls,dois suspeitos,,Per,fn,
amalia,participants,lusa_30,cls,A GNR,,Org,fn,
amalia,participants,lusa_30,cls,844 euros em numerário,,Obj,fn,
amalia,participants,lusa_30,cls,o distrito de Setúbal,,Pl_civil,fn,
amalia,participants,lusa_30,cls,o Tribunal Judicial,,Org,fn,
amalia,participants,lusa_30,cls,estes,,Per,fn,
amalia,participants,lusa_30,cls,os dois suspeitos,,Per,fn,
amalia,participants,lusa_30,cls,o Tribunal Judicial de Santiago do Cacém,,Org,fn,
amalia,participants,lusa_30,cls,1.673 doses de estupefacientes,,Obj,fn,
amalia,participants,lusa_30,cls,Os detidos,,Per,fn,
amalia,participants,lusa_30,cls,1.570 doses de heroína,,Obj,fn,
amalia,participants,lusa_30,cls,medidas,,Other,fn,
amalia,participants,lusa_30,cls,GNR,,Org,fn,
amalia,participants,lusa_30,cls,estupefacientes,,Obj,fn,
amalia,participants,lusa_30,cls,Santiago do Cacém,,Pl_civil,fn,
amalia,participants,lusa_30,cls,um veículo,,Obj,fn,
amalia,participants,lusa_30,cls,Sines,,Loc,fn,
amalia,participants,lusa_30,cls,se,,Per,fn,
amalia,participants,lusa_30,cls,103 doses de cocaína,,Obj,fn,
amalia,participants,lusa_30,cls,comunicado,,Obj,fn,
amalia,participants,lusa_30,cls,local,,Loc,fn,
amalia,participants,lusa_30,cls,um local,,Loc,fn,
amalia,participants,lusa_30,cls,droga,,Obj,fn,
amalia,participants,lusa_34,cls,Maximiliano Trimarchi,Per,Per,tp,
amalia,participants,lusa_34,cls,Diego Maradona,Per,Per,tp,
amalia,participants,lusa_34,cls,Leopoldo Luque,Per,Per,tp,
amalia,participants,lusa_34,cls,San Isidro,Loc,Pl_civil,tp,
amalia,participants,lusa_34,cls,San André,Loc,Loc,tp,
amalia,participants,lusa_34,cls,Buenos Aires,Loc,Pl_capital,tp,
amalia,participants,lusa_34,cls,Médico,Per,,fp,
amalia,participants,lusa_34,cls,Agustina Cosachov,Per,,fp,
amalia,participants,lusa_34,cls,Ex-futebolista,Per,,fp,
amalia,participants,lusa_34,cls,Investigação,Fac,,fp,
amalia,participants,lusa_34,cls,Inquérito,Fac,,fp,
amalia,participants,lusa_34,cls,Motorista,Per,,fp,
amalia,participants,lusa_34,cls,Morte,Nature,,fp,
amalia,participants,lusa_34,cls,Justiça argentina,Org,,fp,
amalia,participants,lusa_34,cls,Procuradoria-geral,Org,,fp,
amalia,participants,lusa_34,cls,Operação,Fac,,fp,
amalia,participants,lusa_34,cls,Argentina,Loc,,fp,
amalia,participants,lusa_34,cls,Antigo futebolista,Per,,fp,
amalia,participants,lusa_34,cls,Hematoma subdural,Nature,,fp,
amalia,participants,lusa_34,cls,Polícia,Org,,fp,
amalia,participants,lusa_34,cls,Psiquiatra,Per,,fp,
amalia,participants,lusa_34,cls,a procuradoria-geral de San Isidro,,Org,fn,
amalia,participants,lusa_34,cls,casa,,Loc,fn,
amalia,participants,lusa_34,cls,A polícia,,Org,fn,
amalia,participants,lusa_34,cls,a província,,Pl_civil,fn,
amalia,participants,lusa_34,cls,o apartamento,,Loc,fn,
amalia,participants,lusa_34,cls,médico,,Per,fn,
amalia,participants,lusa_34,cls,o telemóvel,,Obj,fn,
amalia,participants,lusa_34,cls,ex-futebolista argentino,,Per,fn,
amalia,participants,lusa_34,cls,a justiça argentina,,Org,fn,
amalia,participants,lusa_34,cls,a sua,,Per,fn,
amalia,participants,lusa_34,cls,que,,Other,fn,
amalia,participants,lusa_34,cls,a província de Buenos Aires,,Loc,fn,
amalia,participants,lusa_34,cls,As autoridades judiciais argentinas,,Org,fn,
amalia,participants,lusa_34,cls,os telemóveis,,Obj,fn,
amalia,participants,lusa_34,cls,o motorista,,Per,fn,
amalia,participants,lusa_34,cls,o antigo futebolista,,Per,fn,
amalia,participants,lusa_34,cls,um hematoma subdural,,Other,fn,
amalia,participants,lusa_34,cls,Maradona,,Per,fn,
amalia,participants,lusa_34,cls,a procuradoria-geral,,Org,fn,
amalia,participants,lusa_34,cls,a psiquiatra Agustina Cosachov,,Per,fn,
amalia,participants,lusa_34,cls,"Maradona, de 60 anos",,Per,fn,
amalia,participants,lusa_34,cls,este,,Per,fn,
amalia,participants,lusa_34,cls,motorista,,Per,fn,
amalia,participants,lusa_34,cls,Trimarchi,,Per,fn,
amalia,participants,lusa_34,cls,comunicado,,Obj,fn,
amalia,participants,lusa_38,cls,os militares,,Per,fn,
amalia,participants,lusa_38,cls,a Guarda,,Org,fn,
amalia,participants,lusa_38,cls,esta espécie,,Nat,fn,
amalia,participants,lusa_38,cls,o comunicado,,Obj,fn,
amalia,participants,lusa_38,cls,regras,,Other,fn,
amalia,participants,lusa_38,cls,cuja,,Nat,fn,
amalia,participants,lusa_38,cls,o condutor,,Per,fn,
amalia,participants,lusa_38,cls,uma coima até 37.500 euros,,Other,fn,
amalia,participants,lusa_38,cls,a embarcação de pesca responsável,,Obj,fn,
amalia,participants,lusa_38,cls,o veículo,,Obj,fn,
amalia,participants,lusa_38,cls,o mestre,,Per,fn,
amalia,participants,lusa_38,cls,uma instituição,,Org,fn,
amalia,participants,lusa_38,cls,O pescado,,Nat,fn,
amalia,participants,lusa_38,cls,390 quilogramas de atum-rabilho,,Nat,fn,
amalia,participants,lusa_38,cls,313 quilos de atum-rabilho,,Nat,fn,
amalia,participants,lusa_38,cls,a GNR,,Org,fn,
amalia,participants,lusa_38,cls,a nota de imprensa,,Obj,fn,
amalia,participants,lusa_38,cls,Aveiro,,Pl_civil,fn,
amalia,participants,lusa_38,cls,77 quilos de atum-rabilho,,Nat,fn,
amalia,participants,lusa_38,cls,Gafanha da Nazaré,,Pl_civil,fn,
amalia,participants,lusa_38,cls,o seu,,Obj,fn,
amalia,participants,lusa_38,cls,um veículo,,Obj,fn,
amalia,participants,lusa_38,cls,interior,,Obj,fn,
amalia,participants,lusa_38,cls,A GNR,,Org,fn,
amalia,participants,lusa_38,cls,comunicado,,Obj,fn,
amalia,participants,lusa_38,cls,pescado fresco,,Nat,fn,
amalia,participants,lusa_38,cls,a embarcação,,Obj,fn,
amalia,participants,lusa_38,cls,o porto de pesca costeira da Gafanha da Nazaré,,Org,fn,
amalia,participants,lusa_38,cls,o porto de pesca costeira,,Org,fn,
amalia,participants,lusa_4,cls,Penafiel,Loc,Pl_civil,tp,
amalia,participants,lusa_4,cls,Homem detido,Per,,fp,
amalia,participants,lusa_4,cls,Suspeito,Per,,fp,
amalia,participants,lusa_4,cls,Mulher de 42 anos,Per,,fp,
amalia,participants,lusa_4,cls,GNR,Org,,fp,
amalia,participants,lusa_4,cls,Ex-companheira,Per,,fp,
amalia,participants,lusa_4,cls,Homem,Per,,fp,
amalia,participants,lusa_4,cls,Homem de 39 anos,Per,,fp,
amalia,participants,lusa_4,cls,Vítima,Per,,fp,
amalia,participants,lusa_4,cls,Homem de 39 anos suspeito,Per,,fp,
amalia,participants,lusa_4,cls,Botão de pânico,Obj,,fp,
amalia,participants,lusa_4,cls,Porto,Loc,,fp,
amalia,participants,lusa_4,cls,a GNR,,Org,fn,
amalia,participants,lusa_4,cls,fonte,,Per,fn,
amalia,participants,lusa_4,cls,O homem,,Per,fn,
amalia,participants,lusa_4,cls,Um homem de 39 anos,,Per,fn,
amalia,participants,lusa_4,cls,a autoridade policial,,Org,fn,
amalia,participants,lusa_4,cls,a sua residência,,Fac,fn,
amalia,participants,lusa_4,cls,sua,,Per,fn,
amalia,participants,lusa_4,cls,distrito do Porto,,Pl_civil,fn,
amalia,participants,lusa_4,cls,ex-companheira,,Per,fn,
amalia,participants,lusa_4,cls,A mulher,,Per,fn,
amalia,participants,lusa_4,cls,um botão de pânico,,Obj,fn,
amalia,participants,lusa_4,cls,que,,Obj,fn,
amalia,participants,lusa_4,cls,comunicado,,Obj,fn,
amalia,participants,lusa_4,cls,o local de trabalho,,Fac,fn,
amalia,participants,lusa_4,cls,o suspeito,,Per,fn,
amalia,participants,lusa_4,cls,a vítima,,Per,fn,
amalia,participants,lusa_4,cls,lhe,,Per,fn,
amalia,participants,lusa_47,cls,o Tribunal Judicial,,Org,fn,
amalia,participants,lusa_47,cls,mulher,,Per,fn,
amalia,participants,lusa_47,cls,o Posto Territorial,,Org,fn,
amalia,participants,lusa_47,cls,12.300 doses de haxixe,,Obj,fn,
amalia,participants,lusa_47,cls,o veículo,,Obj,fn,
amalia,participants,lusa_47,cls,viatura,,Obj,fn,
amalia,participants,lusa_47,cls,uma mulher de 36 anos,,Per,fn,
amalia,participants,lusa_47,cls,medidas,,Other,fn,
amalia,participants,lusa_47,cls,militares,,Per,fn,
amalia,participants,lusa_47,cls,o Tribunal Judicial de Beja,,Org,fn,
amalia,participants,lusa_47,cls,o concelho alentejano de Mértola,,Pl_civil,fn,
amalia,participants,lusa_47,cls,a GNR,,Org,fn,
amalia,participants,lusa_47,cls,a Estrada Nacional 122,,Loc,fn,
amalia,participants,lusa_47,cls,uma viatura,,Obj,fn,
amalia,participants,lusa_47,cls,"as 12.300 doses de haxixe,",,Obj,fn,
amalia,participants,lusa_47,cls,o distrito de Beja,,Pl_civil,fn,
amalia,participants,lusa_47,cls,Os militares,,Per,fn,
amalia,participants,lusa_47,cls,vila de Mértola,,Loc,fn,
amalia,participants,lusa_47,cls,sua,,Per,fn,
amalia,participants,lusa_47,cls,a força de segurança,,Org,fn,
amalia,participants,lusa_47,cls,o Posto Territorial de Mértola,,Org,fn,
amalia,participants,lusa_47,cls,Mértola,,Pl_civil,fn,
amalia,participants,lusa_47,cls,A mulher,,Per,fn,
amalia,participants,lusa_47,cls,A GNR,,Org,fn,
amalia,participants,lusa_47,cls,lhes,,Per,fn,
amalia,participants,lusa_47,cls,comunicado,,Obj,fn,
amalia,participants,lusa_47,cls,Beja,,Pl_civil,fn,
amalia,participants,lusa_47,cls,a suspeita,,Per,fn,
amalia,participants,lusa_47,cls,um telemóvel,,Obj,fn,
amalia,participants,lusa_47,cls,droga,,Obj,fn,
amalia,participants,lusa_60,cls,bebidas alcoólicas,,Other,fn,
amalia,participants,lusa_60,cls,a mulher,,Per,fn,
amalia,participants,lusa_60,cls,o concelho de Palmela,,Loc,fn,
amalia,participants,lusa_60,cls,uma garrafa,,Obj,fn,
amalia,participants,lusa_60,cls,o hospital de São Bernardo,,Loc,fn,
amalia,participants,lusa_60,cls,ambas,,Per,fn,
amalia,participants,lusa_60,cls,estabelecimento,,Loc,fn,
amalia,participants,lusa_60,cls,a fonte,,Per,fn,
amalia,participants,lusa_60,cls,Setúbal,,Pl_civil,fn,
amalia,participants,lusa_60,cls,agência Lusa,,Org,fn,
amalia,participants,lusa_60,cls,o local,,Loc,fn,
amalia,participants,lusa_60,cls,álcool,,Other,fn,
amalia,participants,lusa_60,cls,meios próprios,,Other,fn,
amalia,participants,lusa_60,cls,A mesma fonte,,Per,fn,
amalia,participants,lusa_60,cls,bombeiros,,Per,fn,
amalia,participants,lusa_60,cls,a guarda,,Org,fn,
amalia,participants,lusa_60,cls,um restaurante,,Other,fn,
amalia,participants,lusa_60,cls,a via pública,,Loc,fn,
amalia,participants,lusa_60,cls,a corporação de Águas de Moura,,Org,fn,
amalia,participants,lusa_60,cls,o proprietário,,Per,fn,
amalia,participants,lusa_60,cls,um automóvel,,Obj,fn,
amalia,participants,lusa_60,cls,outra,,Per,fn,
amalia,participants,lusa_60,cls,outras duas pessoas,,Per,fn,
amalia,participants,lusa_60,cls,o CDOS,,Org,fn,
amalia,participants,lusa_60,cls,CDOS,,Org,fn,
amalia,participants,lusa_60,cls,(Setúbal),,Pl_civil,fn,
amalia,participants,lusa_60,cls,o Comando Distrital de Operações de Socorro (CDOS) de Setúbal,,Org,fn,
amalia,participants,lusa_60,cls,uma,,Per,fn,
amalia,participants,lusa_60,cls,a vítima,,Per,fn,
amalia,participants,lusa_60,cls,Cajados,,Pl_civil,fn,
amalia,participants,lusa_60,cls,a GNR,,Org,fn,
amalia,participants,lusa_60,cls,fonte,,Per,fn,
amalia,participants,lusa_60,cls,GNR,,Org,fn,
amalia,participants,lusa_60,cls,o Comando Distrital de Operações de Socorro,,Org,fn,
amalia,participants,lusa_60,cls,o seu,,Per,fn,
amalia,participants,lusa_60,cls,a corporação,,Org,fn,
amalia,participants,lusa_60,cls,Águas de Moura,,Pl_civil,fn,
amalia,participants,lusa_60,cls,ambulância,,Obj,fn,
amalia,participants,lusa_60,cls,uma mulher,,Per,fn,
amalia,participants,lusa_60,cls,Um homem de 69 anos,,Per,fn,
amalia,participants,lusa_60,cls,o restaurante,,Other,fn,
amalia,participants,lusa_67,cls,o Porto,,Pl_civil,fn,
amalia,participants,lusa_67,cls,a mulher,,Per,fn,
amalia,participants,lusa_67,cls,62 anos,,Other,fn,
amalia,participants,lusa_67,cls,o Comando Territorial,,Org,fn,
amalia,participants,lusa_67,cls,arma de fogo,,Obj,fn,
amalia,participants,lusa_67,cls,o homem,,Per,fn,
amalia,participants,lusa_67,cls,agência Lusa,,Org,fn,
amalia,participants,lusa_67,cls,A fonte,,Per,fn,
amalia,participants,lusa_67,cls,a Polícia Judiciária,,Org,fn,
amalia,participants,lusa_67,cls,distrito do Porto,,Pl_civil,fn,
amalia,participants,lusa_67,cls,A vítima,,Per,fn,
amalia,participants,lusa_67,cls,a GNR,,Org,fn,
amalia,participants,lusa_67,cls,fonte,,Per,fn,
amalia,participants,lusa_67,cls,ambos,,Per,fn,
amalia,participants,lusa_67,cls,Grijó,,Pl_civil,fn,
amalia,participants,lusa_67,cls,a ex-companheira,,Per,fn,
amalia,participants,lusa_67,cls,Fonte,,Per,fn,
amalia,participants,lusa_67,cls,Vila Nova de Gaia,,Pl_civil,fn,
amalia,participants,lusa_67,cls,o Comando Territorial da GNR do Porto,,Org,fn,
amalia,participants,lusa_67,cls,a mesma arma,,,fn,
amalia,participants,lusa_67,cls,a Rua da Figueirinha,,Pl_civil,fn,
amalia,participants,lusa_67,cls,Um homem,,Per,fn,
amalia,participants,lusa_77,cls,Polícia Marítima de Angra do Heroísmo,Org,Org,tp,
amalia,participants,lusa_77,cls,Delegado de saúde,Per,,fp,
amalia,participants,lusa_77,cls,Bombeiros Voluntários da Praia da Vitória,Org,,fp,
amalia,participants,lusa_77,cls,Autoridade Marítima,Org,,fp,
amalia,participants,lusa_77,cls,Polícia de Segurança Pública,Org,,fp,
amalia,participants,lusa_77,cls,Homem,Per,,fp,
amalia,participants,lusa_77,cls,Hospital de Angra do Heroísmo,Fac,,fp,
amalia,participants,lusa_77,cls,uma zona rochosa,,Loc,fn,
amalia,participants,lusa_77,cls,Açores,,Loc,fn,
amalia,participants,lusa_77,cls,costa leste da Terceira,,Loc,fn,
amalia,participants,lusa_77,cls,"um homem, de 62 anos",,Per,fn,
amalia,participants,lusa_77,cls,o corpo,,Other,fn,
amalia,participants,lusa_77,cls,o local,,Loc,fn,
amalia,participants,lusa_77,cls,Polícia de Segurança Pública (PSP),,Org,fn,
amalia,participants,lusa_77,cls,os Bombeiros Voluntários da Praia da Vitória,,Org,fn,
amalia,participants,lusa_77,cls,um homem,,Per,fn,
amalia,participants,lusa_77,cls,o Comando-Local,,Org,fn,
amalia,participants,lusa_77,cls,redações,,Org,fn,
amalia,participants,lusa_77,cls,"uma ""zona",,Loc,fn,
amalia,participants,lusa_77,cls,onde,,Loc,fn,
amalia,participants,lusa_77,cls,um comunicado,,Obj,fn,
amalia,participants,lusa_77,cls,uma área de domínio público marítimo,,Loc,fn,
amalia,participants,lusa_77,cls,equipa de grande ângulo,,Per,fn,
amalia,participants,lusa_77,cls,a Autoridade Marítima,,Org,fn,
amalia,participants,lusa_77,cls,A autoridade,,Org,fn,
amalia,participants,lusa_77,cls,o delegado de saúde,,Per,fn,
amalia,participants,lusa_77,cls,o Hospital de Angra do Heroísmo,,Loc,fn,
amalia,participants,lusa_77,cls,O corpo,,Other,fn,
amalia,participants,lusa_77,cls,o piquete,,Per,fn,
amalia,participants,lusa_77,cls,a informação,,Other,fn,
amalia,participants,lusa_79,cls,concelho de Lagoa (Algarve),,Loc,fn,
amalia,participants,lusa_79,cls,a Estação Salva-vidas de Ferragudo,,Org,fn,
amalia,participants,lusa_79,cls,o mar,,Nat,fn,
amalia,participants,lusa_79,cls,o distrito de Faro,,Loc,fn,
