modelo,entity,doc_id,template,complete_prediction,token,pred_type,matched_annotation,full_matched_sentence,ann_entity_id,annt_type,result,word_category,pct_tp_participant_level,result_type
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['são', 'de', 'alportel', 'territorial', 'post']",territorial,Fac,Territorial Post,"Editorial, October 11, 2020",131,Fac,tp,Nao definido,0.5714285714285714,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['são', 'de', 'alportel', 'territorial', 'post']",post,Fac,Territorial Post,"Editorial, October 11, 2020",131,Fac,tp,Nao definido,0.5714285714285714,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['50', 'people']",50,Per,people,Covid-19: GNR ended illegal party with 50 people in São Brás de Alportel,54,Per,fp,Nao definido,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['50', 'people']",people,Per,people,Covid-19: GNR ended illegal party with 50 people in São Brás de Alportel,54,Per,tp,Generic Actors,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['illegal', 'party']",illegal,Obj,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['illegal', 'party']",party,Obj,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'location']",the,Loc,location,The military demobilized people to “compliance with the rules relating to the covid-19 pandemic”.,62,Loc,fp,Articles,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'location']",location,Loc,location,The military demobilized people to “compliance with the rules relating to the covid-19 pandemic”.,62,Loc,tp,Nao definido,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'military']",the,Org,The military,The military demobilized people to “compliance with the rules relating to the covid-19 pandemic”.,65,Per,tp,Articles,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'military']",military,Org,The military,The military demobilized people to “compliance with the rules relating to the covid-19 pandemic”.,65,Per,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,['soldiers'],soldiers,Per,soldiers,"Editorial, October 11, 2020",64,Per,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'municipality', 'of', 'são', 'brás', 'de', 'alportel']",the,Loc,municipality of São Brás de Alportel,"On Saturday, the GNR ended an illegal party in a bar in Corotelo, in the municipality of São Brás de Alportel, which brought together around 50 people, it was announced today.",50,Pl_civil,fp,Articles,0.9230769230769231,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'municipality', 'of', 'são', 'brás', 'de', 'alportel']",municipality,Loc,municipality of São Brás de Alportel,"On Saturday, the GNR ended an illegal party in a bar in Corotelo, in the municipality of São Brás de Alportel, which brought together around 50 people, it was announced today.",50,Pl_civil,tp,Nao definido,0.9230769230769231,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'municipality', 'of', 'são', 'brás', 'de', 'alportel']",of,Loc,municipality of São Brás de Alportel,"On Saturday, the GNR ended an illegal party in a bar in Corotelo, in the municipality of São Brás de Alportel, which brought together around 50 people, it was announced today.",50,Pl_civil,tp,Prepositions & Connectives,0.9230769230769231,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'municipality', 'of', 'são', 'brás', 'de', 'alportel']",são,Loc,municipality of São Brás de Alportel,"On Saturday, the GNR ended an illegal party in a bar in Corotelo, in the municipality of São Brás de Alportel, which brought together around 50 people, it was announced today.",50,Pl_civil,tp,Nao definido,0.9230769230769231,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'municipality', 'of', 'são', 'brás', 'de', 'alportel']",brás,Loc,municipality of São Brás de Alportel,"On Saturday, the GNR ended an illegal party in a bar in Corotelo, in the municipality of São Brás de Alportel, which brought together around 50 people, it was announced today.",50,Pl_civil,tp,Nao definido,0.9230769230769231,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'municipality', 'of', 'são', 'brás', 'de', 'alportel']",de,Loc,municipality of São Brás de Alportel,"On Saturday, the GNR ended an illegal party in a bar in Corotelo, in the municipality of São Brás de Alportel, which brought together around 50 people, it was announced today.",50,Pl_civil,tp,Nao definido,0.9230769230769231,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'municipality', 'of', 'são', 'brás', 'de', 'alportel']",alportel,Loc,municipality of São Brás de Alportel,"On Saturday, the GNR ended an illegal party in a bar in Corotelo, in the municipality of São Brás de Alportel, which brought together around 50 people, it was announced today.",50,Pl_civil,tp,Nao definido,0.9230769230769231,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['an', 'administrative', 'offense', 'notice']",an,Other,an administrative offense notice,The note also states that the owner was identified and “an administrative offense notice” was drawn up.,107,Obj,tp,Articles,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['an', 'administrative', 'offense', 'notice']",administrative,Other,an administrative offense notice,The note also states that the owner was identified and “an administrative offense notice” was drawn up.,107,Obj,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['an', 'administrative', 'offense', 'notice']",offense,Other,an administrative offense notice,The note also states that the owner was identified and “an administrative offense notice” was drawn up.,107,Obj,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['an', 'administrative', 'offense', 'notice']",notice,Other,an administrative offense notice,The note also states that the owner was identified and “an administrative offense notice” was drawn up.,107,Obj,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['a', 'bar']",a,Fac,bar,"On Saturday, the GNR ended an illegal party in a bar in Corotelo, in the municipality of São Brás de Alportel, which brought together around 50 people, it was announced today.",118,Fac,fp,Articles,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,"['a', 'bar']",bar,Fac,bar,"On Saturday, the GNR ended an illegal party in a bar in Corotelo, in the municipality of São Brás de Alportel, which brought together around 50 people, it was announced today.",118,Fac,tp,Nao definido,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_1,cls_exp_temp0.3_nodelim_norole_nocot,['corotelo'],corotelo,Loc,Corotelo,"On Saturday, the GNR ended an illegal party in a bar in Corotelo, in the municipality of São Brás de Alportel, which brought together around 50 people, it was announced today.",51,Pl_civil,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'man']",the,Per,the man,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",137,Per,tp,Articles,1.0,EXACT
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'man']",man,Per,the man,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",137,Per,tp,Generic Actors,1.0,EXACT
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['harm', 'to', 'qualified', 'physical', 'integrity']",harm,Other,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['harm', 'to', 'qualified', 'physical', 'integrity']",to,Other,,,,,fp,Prepositions & Connectives,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['harm', 'to', 'qualified', 'physical', 'integrity']",qualified,Other,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['harm', 'to', 'qualified', 'physical', 'integrity']",physical,Other,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['harm', 'to', 'qualified', 'physical', 'integrity']",integrity,Other,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'ruling']",of,Obj,of the ruling,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,166,Obj,fn,Prepositions & Connectives,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'ruling']",the,Obj,of the ruling,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,166,Obj,tp,Articles,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'ruling']",ruling,Obj,of the ruling,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,166,Obj,tp,Nao definido,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,['prison'],prison,Fac,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'crimes']",the,Other,the man,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",137,Per,tp,Articles,0.5,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'crimes']",crimes,Other,the man,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",137,Per,fp,Nao definido,0.5,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'crimes']",man,Other,the man,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",137,Per,fn,Generic Actors,0.5,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['another', 'man']",another,Per,another,Viana do Castelo court sentences man who shot another man to 12 years in prison,115,Per,tp,Nao definido,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['another', 'man']",man,Per,another,Viana do Castelo court sentences man who shot another man to 12 years in prison,115,Per,fp,Generic Actors,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'presiding', 'judge', 'of', 'the', 'panel']",the,Per,presiding judge of the,"During the reading of the ruling, the presiding judge of the panel said that the defendant, who is in pre-trial detention after seven years on the run, and who was not present in the courtroom, was acquitted of two other crimes of which he was accused, namely one crime of harm to qualified physical integrity and the other of possession of a prohibited weapon.",120,Per,fp,Articles,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'presiding', 'judge', 'of', 'the', 'panel']",presiding,Per,presiding judge of the,"During the reading of the ruling, the presiding judge of the panel said that the defendant, who is in pre-trial detention after seven years on the run, and who was not present in the courtroom, was acquitted of two other crimes of which he was accused, namely one crime of harm to qualified physical integrity and the other of possession of a prohibited weapon.",120,Per,tp,Nao definido,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'presiding', 'judge', 'of', 'the', 'panel']",judge,Per,presiding judge of the,"During the reading of the ruling, the presiding judge of the panel said that the defendant, who is in pre-trial detention after seven years on the run, and who was not present in the courtroom, was acquitted of two other crimes of which he was accused, namely one crime of harm to qualified physical integrity and the other of possession of a prohibited weapon.",120,Per,tp,Nao definido,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'presiding', 'judge', 'of', 'the', 'panel']",of,Per,presiding judge of the,"During the reading of the ruling, the presiding judge of the panel said that the defendant, who is in pre-trial detention after seven years on the run, and who was not present in the courtroom, was acquitted of two other crimes of which he was accused, namely one crime of harm to qualified physical integrity and the other of possession of a prohibited weapon.",120,Per,tp,Prepositions & Connectives,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'presiding', 'judge', 'of', 'the', 'panel']",panel,Per,presiding judge of the,"During the reading of the ruling, the presiding judge of the panel said that the defendant, who is in pre-trial detention after seven years on the run, and who was not present in the courtroom, was acquitted of two other crimes of which he was accused, namely one crime of harm to qualified physical integrity and the other of possession of a prohibited weapon.",120,Per,fp,Nao definido,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['man', 'who', 'shot', 'another', 'man']",man,Per,,,,,fp,Generic Actors,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['man', 'who', 'shot', 'another', 'man']",who,Per,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['man', 'who', 'shot', 'another', 'man']",shot,Per,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['man', 'who', 'shot', 'another', 'man']",another,Per,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['pre', 'trial', 'detention']",pre,Other,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['pre', 'trial', 'detention']",trial,Other,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['pre', 'trial', 'detention']",detention,Other,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'defendant']",the,Per,the defendant,"The judge explained that ""the documentary and testimonial evidence"" produced during the trial, which began in October, was not sufficient to convict those two crimes.",123,Per,tp,Articles,1.0,EXACT
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'defendant']",defendant,Per,the defendant,"The judge explained that ""the documentary and testimonial evidence"" produced during the trial, which began in October, was not sufficient to convict those two crimes.",123,Per,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'case']",the,Obj,The ,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,131,Per,tp,Articles,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'case']",case,Obj,The ,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,131,Per,fp,Nao definido,0.6666666666666666,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'fatal', 'victim']",of,Per,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,fn,Prepositions & Connectives,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'fatal', 'victim']",the,Per,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,tp,Articles,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'fatal', 'victim']",fatal,Per,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,tp,Nao definido,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'fatal', 'victim']",victim,Per,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,tp,Generic Actors,0.8571428571428571,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'mother', 'of', 'the', 'fatal', 'victim']",the,Per,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,fp,Articles,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'mother', 'of', 'the', 'fatal', 'victim']",mother,Per,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,fp,Nao definido,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'mother', 'of', 'the', 'fatal', 'victim']",of,Per,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,tp,Prepositions & Connectives,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'mother', 'of', 'the', 'fatal', 'victim']",fatal,Per,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,tp,Nao definido,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'mother', 'of', 'the', 'fatal', 'victim']",victim,Per,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,tp,Generic Actors,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'panel']",the,Other,the man,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",137,Per,tp,Articles,0.5,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'panel']",panel,Other,the man,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",137,Per,fp,Nao definido,0.5,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'panel']",man,Other,the man,"The man was accused of qualified murder, but ended up being convicted of simple murder, as the murder weapon was not found.",137,Per,fn,Generic Actors,0.5,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'courtroom']",in,Loc,in the courtroom,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,129,Loc,fn,Prepositions & Connectives,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'courtroom']",the,Loc,in the courtroom,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,129,Loc,tp,Articles,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'courtroom']",courtroom,Loc,in the courtroom,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,129,Loc,tp,Nao definido,0.8,PARTIAL
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['possession', 'of', 'a', 'prohibited', 'weapon']",possession,Other,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['possession', 'of', 'a', 'prohibited', 'weapon']",of,Other,,,,,fp,Prepositions & Connectives,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['possession', 'of', 'a', 'prohibited', 'weapon']",a,Other,,,,,fp,Articles,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['possession', 'of', 'a', 'prohibited', 'weapon']",prohibited,Other,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['possession', 'of', 'a', 'prohibited', 'weapon']",weapon,Other,,,,,fp,Nao definido,0.0,MISS
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'collective']",the,Org,The collective,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,133,Per,tp,Articles,1.0,EXACT
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'collective']",collective,Org,The collective,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,133,Per,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'viana', 'do', 'castelo', 'court']",the,Fac,The Viana do Castelo Court,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,111,Org,tp,Articles,1.0,EXACT
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'viana', 'do', 'castelo', 'court']",viana,Fac,The Viana do Castelo Court,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,111,Org,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'viana', 'do', 'castelo', 'court']",do,Fac,The Viana do Castelo Court,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,111,Org,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'viana', 'do', 'castelo', 'court']",castelo,Fac,The Viana do Castelo Court,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,111,Org,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['the', 'viana', 'do', 'castelo', 'court']",court,Fac,The Viana do Castelo Court,The Viana do Castelo Court today sentenced a 36-year-old man to 12 years in prison for shooting another man in the city in 2013.,111,Org,tp,Nao definido,1.0,EXACT
qwen3_14b,participants,lusa_101,cls_exp_temp0.3_nodelim_norole_nocot,"['those', 'two', 'crimes']",of,Other,of the fatal victim,The collective that judged the case also decided to sentence the man to pay compensation to the mother of the fatal victim in the total amount of 141 thousand euros.,139,Per,fn,Prepositions & Connectives,0.0,MISS
